,player_id,name,current_club_id,date_of_birth,position,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,last_season,year_of_birth,age,year,total_goals,total_yellow_cards,total_red_cards,total_minutes_played,total_assists,total_games_played,performance_career,total_goals_cur_club,total_yellow_cards_cur_club,total_red_cards_cur_club,total_minutes_played_cur_club,total_assists_cur_club,total_goals_2022,total_yellow_cards_2022,total_red_cards_2022,total_minutes_played_2022,total_assists_2022,games_played_2022,performance_2022,total_goals_2020,total_yellow_cards_2020,total_red_cards_2020,total_minutes_played_2020,total_assists_2020,games_played_2020,performance_2020,improved_performance,raw_performance_score,normalised_performance_score
1340,541628,Oliver Sonne,1177,2000-11-10,Defender,400000.0,400000.0,2026-06-30,2022,2000,22,3,2,3,0,2235,3,28,233.93214285714288,2,2,0,1560,3,2,3,0,2145,3,27,224.79444444444445,0,1,0,585,0,7,67.30714285714286,1,521.5330627705628,7.565655052955435
1341,207074,Oleksandr Andriyevskyi,338,1994-06-25,Midfield,1000000.0,1200000.0,2025-09-30,2022,1994,28,9,8,24,1,6056,8,109,621.5059633027523,0,2,0,441,0,0,4,0,1383,2,31,145.76129032258066,0,2,0,942,2,20,101.11,1,630.6656314209615,9.14879412579908
1342,357917,Justin Lonwijk,338,1999-12-21,Midfield,1000000.0,1000000.0,2027-06-30,2022,1999,23,3,5,8,0,3289,5,49,341.3122448979592,1,1,0,499,0,5,8,0,3115,5,46,323.67173913043484,2,3,0,1298,3,17,139.73529411764704,1,795.9642426535834,11.546709737658903
1343,94925,Yegor Kartushov,83678,1991-01-05,Midfield,400000.0,700000.0,2024-06-30,2022,1991,31,5,5,8,0,4951,11,78,511.54743589743595,0,1,0,988,2,1,2,0,1692,3,25,179.068,1,1,0,704,1,13,77.36538461538461,1,601.8217477253929,8.730368353770434
1344,422721,Stefán Teitur Thórdarson,1177,1998-10-16,Midfield,500000.0,500000.0,2024-12-31,2022,1998,24,3,3,8,0,2490,4,40,259.475,1,6,0,1335,2,3,8,0,2425,4,39,252.86794871794874,2,2,0,1090,2,16,117.9125,1,627.0144230769231,9.095827622178541
1345,94923,Igor Chaykovskyi,83678,1991-10-07,Midfield,200000.0,1000000.0,2023-06-30,2022,1991,31,9,2,32,0,6647,4,104,677.9913461538462,0,1,0,409,1,0,3,0,546,1,10,60.86,0,2,0,137,0,4,17.225,1,447.65583436724563,6.493949985210213
1346,799986,Alexander Busch,1177,2003-07-25,Defender,150000.0,150000.0,2026-06-30,2022,2003,19,2,0,0,0,364,0,5,44.18,0,0,0,360,0,0,0,0,364,0,5,44.18,0,0,0,4,0,1,0.9,1,89.31263157894738,1.2956197998424381
1347,114680,André Calisir,1177,1990-06-13,Defender,200000.0,800000.0,2023-12-31,2022,1990,32,3,0,9,1,2271,1,32,234.94687500000003,0,2,1,759,0,0,9,1,2181,1,31,225.78548387096777,0,7,0,1422,1,22,149.21363636363637,1,605.4121746700881,8.782453127863366
1348,368611,Mykola Shaparenko,338,1998-10-04,Midfield,9000000.0,10000000.0,2025-09-30,2022,1998,24,7,19,26,1,8246,14,121,845.8148760330579,0,3,0,803,1,5,15,0,3847,8,49,397.9510204081633,5,12,0,3044,7,40,316.71000000000004,1,1336.6898019621074,19.390782054593505
1349,124182,Sergiy Sydorchuk,338,1991-05-02,Midfield,4000000.0,5000000.0,2025-06-30,2022,1991,31,9,18,76,1,19398,18,264,1969.1977272727277,0,11,0,2234,1,5,21,0,5629,4,66,576.6287878787879,5,10,0,3395,3,41,351.88048780487804,1,2201.567694549746,31.93719236937681
1350,287792,Oleksandr Tymchyk,338,1997-01-20,Defender,2000000.0,2500000.0,2025-09-30,2022,1997,25,7,4,23,0,8142,7,106,827.6311320754718,1,3,0,712,1,2,6,0,1847,3,32,192.571875,1,3,0,1135,2,21,120.50476190476189,1,823.3181404424978,11.943520927203313
1351,307053,Sergiy Panasenko,83678,1992-03-09,Midfield,300000.0,300000.0,2024-06-30,2022,1992,30,2,3,6,0,1891,2,31,198.35000000000002,2,1,0,778,1,3,6,0,1891,2,31,198.35000000000002,1,5,0,1113,1,18,118.93333333333335,1,515.6666666666667,7.4805537765563885
1352,366723,Vladyslav Dubinchak,338,1998-07-01,Defender,2000000.0,2000000.0,2024-06-30,2022,1998,24,5,0,28,0,8355,10,101,847.8722772277227,0,3,0,1323,2,0,10,0,3991,8,51,410.3254901960785,0,7,0,2668,6,31,277.3564516129033,1,1316.884992187549,19.10348222675953
1353,505463,Oleksandr Syrota,338,2000-06-11,Defender,3000000.0,3000000.0,2025-09-30,2022,2000,22,3,1,8,0,4454,0,54,457.0981481481482,0,5,0,1334,0,1,7,0,3839,0,47,395.068085106383,1,2,0,2505,0,28,261.7964285714286,1,1083.0158121232591,15.710842967257133
1354,503749,Jacob Ramsey,405,2001-05-28,Midfield,28000000.0,28000000.0,2027-06-30,2022,2001,21,4,8,11,0,4627,4,80,477.03375000000005,6,9,0,2664,4,8,11,0,4172,4,70,430.71000000000004,2,2,0,1508,0,34,158.63529411764708,1,1043.3124072128853,15.134882807830286
1355,447661,Douglas Luiz,405,1998-05-09,Midfield,35000000.0,38000000.0,2026-06-30,2022,1998,24,7,8,40,1,11807,12,166,1202.4626506024094,4,7,1,2860,3,4,16,1,5659,7,72,580.7597222222222,0,9,0,2799,4,34,291.1823529411765,1,1763.6990949090477,25.58522157426818
1356,394327,Boubacar Kamara,405,1999-11-23,Midfield,25000000.0,37000000.0,2027-06-30,2022,1999,23,7,3,37,2,13962,9,171,1418.3149122807017,0,2,0,918,0,1,12,0,5733,3,72,587.5625000000001,1,9,0,3139,2,41,324.95609756097565,1,1915.6094776143702,27.78891993311322
1357,14086,Ashley Young,405,1985-07-09,Defender,1000000.0,27000000.0,2023-06-30,2022,1985,37,10,14,61,0,19030,31,273,1925.8206959706959,1,6,0,1486,0,2,9,0,3157,4,56,325.18750000000006,1,3,0,1671,4,30,175.37,1,1626.1967331204833,23.590534156499203
1358,425334,Matty Cash,405,1997-08-07,Defender,22000000.0,25000000.0,2027-06-30,2022,1997,25,4,4,19,0,7225,6,88,735.5602272727272,3,7,0,2913,3,4,14,0,5761,3,68,588.3720588235294,1,7,0,2848,0,33,295.03030303030306,1,1545.4485049019609,22.41915445989228
1359,215118,Calum Chambers,405,1995-01-20,Defender,10000000.0,18000000.0,2025-06-30,2022,1995,27,10,8,36,0,13653,8,188,1383.5622340425534,1,1,0,1110,0,1,1,0,2222,3,32,232.44375,0,0,0,1112,3,16,120.05,1,1160.6819272064618,16.837511778820378
1360,413403,Ezri Konsa,405,1997-10-23,Defender,22000000.0,25000000.0,2026-06-30,2022,1997,25,5,5,16,1,9840,2,115,1000.2065217391304,0,5,0,2492,0,2,10,1,6141,0,71,627.1492957746478,2,5,1,3649,0,41,376.45000000000005,1,1817.377204531537,26.363906743605455
1361,253677,Tyrone Mings,405,1993-03-13,Defender,25000000.0,32000000.0,2026-06-30,2022,1993,29,9,5,29,0,12248,9,146,1241.6890410958904,0,9,0,3181,2,1,15,0,6729,4,76,686.0539473684212,1,6,0,3548,2,40,366.42,1,2016.50061401437,29.252504105223277
1362,329145,Diego Carlos,405,1993-03-15,Defender,30000000.0,50000000.0,2026-06-30,2022,1993,29,8,12,68,0,23216,1,266,2340.6278195488717,0,0,0,180,0,4,17,0,6208,0,72,632.5722222222224,3,15,0,4284,0,49,438.4428571428571,1,2557.7530312851095,37.104219323228904
1363,193116,John McGinn,405,1994-10-18,Midfield,30000000.0,32000000.0,2025-06-30,2022,1994,28,9,16,46,0,16377,21,190,1666.0694736842106,0,8,0,3125,2,5,20,0,6583,5,77,673.5493506493508,5,12,0,3458,3,39,358.26666666666665,1,2201.7861437685124,31.940361317912867
1364,366729,Nazariy Rusyn,10690,1998-10-25,Attack,600000.0,1500000.0,2025-06-30,2022,1998,24,6,17,8,0,3405,8,65,358.9384615384615,3,1,0,1022,2,5,1,0,1399,2,25,149.946,2,0,0,377,0,10,43.07000000000001,1,447.58323076923074,6.492896756148826
1365,383325,Denys Antyukh,10690,1997-07-30,Attack,400000.0,600000.0,2025-06-30,2022,1997,25,4,4,7,0,2503,2,44,261.7386363636364,2,1,0,327,0,2,4,0,1370,1,27,145.42407407407407,0,3,0,1043,1,17,112.23529411764707,1,461.32072341057636,6.692180632927042
1366,294746,Volodymyr Shepelev,338,1997-06-01,Midfield,2500000.0,4000000.0,2024-06-30,2022,1997,25,6,4,32,2,10499,15,171,1072.3897660818714,1,4,0,1497,0,1,5,0,2541,2,53,264.09433962264154,0,1,0,1044,2,29,111.25,1,1043.706392474898,15.14059818198605
1367,131553,Vyacheslav Churko,10690,1993-05-10,Attack,700000.0,800000.0,2023-06-30,2022,1993,29,8,17,13,0,8115,17,115,838.7565217391304,2,0,0,1323,3,5,4,0,2175,7,28,231.11785714285716,3,4,0,852,4,11,95.74545454545455,1,861.9384321637883,12.503768831057371
1368,404841,Denys Popov,338,1999-02-17,Defender,3000000.0,3500000.0,2025-09-30,2022,1999,23,4,6,16,0,4690,0,58,479.18620689655177,0,5,0,1189,0,2,9,0,2160,0,28,224.36428571428573,2,4,0,971,0,12,105.49166666666667,1,681.7181552081103,9.889391054600678
1369,58970,Yevgen Shakhov,10690,1990-11-30,Midfield,500000.0,2500000.0,2023-06-30,2022,1990,32,9,39,47,1,14280,18,247,1461.6313765182188,2,2,0,374,1,5,7,0,1967,1,40,205.5675,3,5,0,1281,0,25,135.424,1,1174.7315632591094,17.041323785348258
1370,94922,Bogdan Butko,10690,1991-01-13,Defender,300000.0,3000000.0,2023-06-30,2022,1991,31,9,4,7,0,10502,16,125,1071.1516,2,0,0,869,1,2,1,0,1576,1,20,167.43,0,1,0,707,0,10,78.52000000000001,1,865.3859612903225,12.55378064817557
1371,126664,Lucas Digne,405,1993-07-20,Defender,22000000.0,35000000.0,2026-06-30,2022,1993,29,10,11,35,2,21040,30,259,2132.223552123552,2,4,0,2276,4,2,11,0,5689,7,67,582.1410447761194,0,7,0,3413,3,38,352.63157894736844,1,2292.127335966427,33.25090200273779
1372,396536,Roman Vantukh,10690,1998-07-04,Defender,500000.0,500000.0,2026-06-30,2022,1998,24,4,4,8,0,3897,4,55,400.8854545454546,1,2,0,413,0,2,6,0,2184,3,33,227.21818181818185,1,4,0,1771,3,24,186.22916666666669,1,727.5825000000001,10.55472530988624
1373,94924,Maksym Imerekov,10690,1991-01-23,Defender,700000.0,700000.0,2023-06-30,2022,1991,31,7,6,22,0,8529,3,97,866.4927835051548,1,4,0,1440,1,4,10,0,3860,2,44,397.0727272727272,3,6,0,2420,1,28,252.19285714285715,1,1281.161243030332,18.585253215762556
1374,257937,Oleg Danchenko,10690,1994-08-01,Defender,1500000.0,3500000.0,2023-06-30,2022,1994,28,9,4,32,2,14073,17,177,1426.2508474576273,0,2,0,1479,1,0,5,0,1922,1,25,201.238,0,3,0,443,0,8,49.8875,1,1065.030638014528,15.44993980869005
1375,306024,Dominic Calvert-Lewin,29,1997-03-16,Attack,30000000.0,45000000.0,2025-06-30,2022,1997,25,8,49,24,0,12494,15,193,1292.4235751295337,3,3,0,1492,2,13,3,0,3500,5,46,367.20869565217396,10,0,0,2008,3,24,215.3166666666667,1,1412.5014977096944,20.49054960520454
1376,61842,Andros Townsend,29,1991-07-16,Attack,2500000.0,15000000.0,2023-06-30,2022,1991,31,9,28,15,0,17371,33,250,1784.9484000000002,2,0,0,366,1,5,3,0,2876,5,46,301.05217391304353,3,3,0,2510,4,37,263.2337837837838,1,1607.4314059436717,23.318313654080043
1377,584769,Dwight McNeil,29,1999-11-22,Attack,18000000.0,25000000.0,2027-06-30,2022,1999,23,6,9,13,0,12889,19,165,1320.0115151515151,2,2,0,917,1,4,4,0,6110,6,81,629.1432098765432,2,2,0,3499,5,41,364.2841463414635,1,1968.1351535146446,28.550887243821638
1378,292417,Demarai Gray,29,1996-06-28,Attack,20000000.0,22000000.0,2024-06-30,2022,1996,26,8,23,11,0,11933,19,228,1232.4337719298244,5,1,0,2899,3,11,4,0,4700,7,68,488.5617647058824,6,3,0,1801,4,28,191.9821428571429,1,1541.195522034725,22.357458272983816
1379,242631,Alex Iwobi,29,1996-05-03,Attack,25000000.0,32000000.0,2024-06-30,2022,1996,26,9,20,5,0,15665,37,252,1612.91626984127,2,2,0,2983,8,4,2,0,4591,9,68,476.00147058823535,2,0,0,1608,1,32,169.875,1,1690.5084177260649,24.52347600876744
1380,126665,Idrissa Gueye,29,1989-09-26,Midfield,8000000.0,30000000.0,2024-06-30,2022,1989,33,10,16,60,1,23576,14,303,2392.4308580858087,0,3,0,902,1,4,12,1,4130,3,65,425.25384615384615,4,6,1,2658,1,40,276.245,1,2110.492713425189,30.616006925289334
1381,314210,Tom Davies,29,1998-06-30,Midfield,12000000.0,18000000.0,2023-06-30,2022,1998,24,8,6,29,0,9461,5,161,965.876397515528,0,3,0,476,0,1,6,0,1906,1,34,199.1058823529412,1,3,0,1430,1,24,151.30833333333334,1,933.0720222871757,13.535673122403564
1382,127187,Abdoulaye Doucouré,29,1993-01-01,Midfield,12000000.0,25000000.0,2023-06-30,2022,1993,29,10,27,60,0,22531,28,283,2291.41148409894,0,2,0,1866,0,4,8,0,4485,5,60,462.625,4,6,0,2619,5,30,274.58000000000004,1,2114.3956558425734,30.6726252264659
1383,485706,Amadou Onana,29,2001-08-16,Midfield,35000000.0,35000000.0,2027-06-30,2022,2001,21,3,2,9,1,3422,1,63,352.9817460317461,0,5,0,1308,1,1,7,1,2910,1,57,301.0052631578947,0,2,1,579,0,21,62.307142857142864,1,690.3773391812865,10.01500609927897
1384,68390,Seamus Coleman,29,1988-10-11,Defender,1200000.0,19000000.0,2023-06-30,2022,1988,34,10,14,22,0,20526,17,250,2082.7104,1,2,0,2519,0,1,4,0,5186,3,65,532.4284615384615,0,2,0,2667,3,34,277.74411764705883,1,2117.8890687782805,30.72330266020075
1385,357158,Rúben Vinagre,29,1999-04-09,Defender,5000000.0,10000000.0,2023-06-30,2022,1999,23,5,2,9,0,5315,5,96,544.9864583333334,0,1,0,204,0,0,7,0,2539,4,40,262.89750000000004,0,5,0,2177,4,29,227.25689655172417,1,894.2050713705648,12.971847040058732
1386,404846,Sergiy Buletsa,10690,1999-02-16,Attack,1200000.0,1200000.0,2023-06-30,2022,1999,23,4,14,3,0,5208,13,77,542.5636363636364,4,1,0,1259,4,9,1,0,3410,8,45,357.72777777777776,5,0,0,2151,4,29,227.91724137931038,1,1035.8776827495344,15.027030468796074
1387,404842,Vitaliy Mykolenko,29,1999-05-29,Defender,22000000.0,22000000.0,2026-06-30,2022,1999,23,7,7,22,0,13599,19,157,1381.0117834394905,1,3,0,2774,0,3,7,0,6217,5,73,636.4164383561643,2,4,0,3443,5,40,356.50750000000005,1,2001.7902231670355,29.03910681406429
1388,348623,Mason Holgate,29,1996-10-22,Defender,16000000.0,20000000.0,2025-06-30,2022,1996,26,7,4,28,1,10855,5,137,1100.5233576642338,3,7,0,2168,1,3,15,1,4632,1,57,473.2263157894737,0,8,1,2464,0,32,254.99999999999997,1,1515.2357679009428,21.980871323745408
1389,128901,Conor Coady,29,1993-02-25,Defender,18000000.0,25000000.0,2023-06-30,2022,1993,29,6,7,24,0,18118,1,202,1835.4193069306934,1,1,0,1341,1,6,8,0,7018,1,79,716.9835443037975,2,4,0,3751,0,42,387.3309523809524,1,2380.619370577858,34.534617756534224
1390,289446,Yerry Mina,29,1994-09-23,Defender,18000000.0,30000000.0,2023-06-30,2022,1994,28,6,8,16,0,7318,2,97,745.6443298969074,2,4,0,671,0,3,7,0,2282,0,32,236.93125,1,3,0,1611,0,22,169.9227272727273,1,898.2489100783239,13.030509262910272
1391,173504,James Tarkowski,29,1992-11-19,Defender,22000000.0,28000000.0,2026-06-30,2022,1992,30,8,8,48,0,19731,5,235,1993.8961702127663,0,3,0,1556,0,2,19,0,7029,2,79,715.2474683544305,2,10,0,3626,2,40,373.46500000000003,1,2443.4176209713623,35.445604871871524
1392,212243,Dmytro Myshnyov,10690,1994-01-26,Midfield,600000.0,800000.0,2024-06-30,2022,1994,28,8,11,24,0,12377,16,152,1263.0927631578948,3,0,0,572,3,5,7,0,3035,7,41,316.45243902439023,2,7,0,2463,4,28,258.1464285714286,1,1364.5143258298185,19.79442041354533
1393,343475,Ben Godfrey,29,1998-01-15,Defender,18000000.0,25000000.0,2025-06-30,2022,1998,24,5,0,16,1,8532,2,98,867.6061224489796,0,4,0,1156,0,0,10,0,4687,2,55,480.4218181818182,0,6,0,3531,2,40,364.6275,1,1519.1674551638837,22.037906613990458
1394,665048,Arseniy Batagov,10690,2002-03-05,Defender,1000000.0,1000000.0,2025-06-30,2022,2002,20,4,1,9,0,2887,1,45,297.5155555555555,0,2,0,1485,1,0,3,0,1680,1,23,176.95434782608697,0,1,0,195,0,6,23.1,1,437.3892995169083,6.345017795074133
1395,118534,Michael Keane,29,1993-01-11,Defender,14000000.0,30000000.0,2025-06-30,2022,1993,29,9,12,22,0,20765,8,241,2105.116182572614,2,4,0,1853,0,4,8,0,5287,3,61,541.9672131147541,2,4,0,3434,3,39,355.5051282051282,1,2221.1692115773594,32.22154311707005
1396,419119,Igor Snurnitsyn,10690,2000-03-07,Defender,300000.0,500000.0,2024-06-30,2022,2000,22,5,0,7,0,3402,0,50,350.254,0,0,0,80,0,0,1,0,955,0,21,101.89761904761905,0,1,0,875,0,17,94.09705882352941,1,422.18412375859435,6.124442872755983
1397,141660,Jesse Lingard,703,1992-12-15,Attack,14000000.0,40000000.0,2023-06-30,2022,1992,30,10,42,33,0,14151,26,250,1463.2104000000002,2,2,0,1028,2,13,6,0,3010,8,54,317.5740740740741,11,3,0,1701,6,28,183.62500000000003,1,1391.7579777777778,20.18963231425605
1398,429014,Morgan Gibbs-White,703,2000-01-27,Attack,25000000.0,25000000.0,2027-06-30,2022,2000,22,6,4,9,0,3949,6,84,410.25119047619046,2,1,0,1050,2,3,6,0,1731,2,31,182.88387096774196,1,4,0,501,0,15,55.040000000000006,1,534.6277653260718,7.755614251380442
1399,289592,Orel Mangala,703,1998-03-18,Midfield,12000000.0,22000000.0,2026-06-30,2022,1998,24,7,3,15,0,6528,10,101,670.0633663366337,0,3,0,466,0,1,8,0,3542,5,52,366.4115384615385,1,3,0,2123,3,27,223.31296296296296,1,1108.107787156921,16.074841419615215
1400,148252,Remo Freuler,703,1992-04-15,Midfield,13000000.0,25000000.0,2025-06-30,2022,1992,30,8,21,45,2,23232,23,284,2361.630281690141,0,2,0,1096,0,3,16,1,6977,8,87,714.3195402298851,3,9,1,4054,3,50,418.208,1,2670.6357845232315,38.74176070534303
1401,448854,Emmanuel Dennis,703,1997-11-15,Attack,12000000.0,17000000.0,2026-06-30,2022,1997,25,8,41,36,1,11108,16,179,1149.305586592179,1,2,0,453,2,12,11,0,3612,9,55,378.5672727272728,9,6,0,1833,6,26,196.85000000000002,1,1339.5137023869988,19.431747159289124
1402,295313,Taiwo Awoniyi,703,1997-08-12,Attack,20000000.0,20000000.0,2027-06-30,2022,1997,25,8,46,9,1,10135,16,165,1053.3924242424243,4,0,0,732,0,23,1,0,3997,7,64,420.94531250000006,13,0,0,2123,5,31,227.3983870967742,1,1385.6725679679864,20.10135390054979
1403,127032,Serge Aurier,703,1992-12-24,Defender,6000000.0,20000000.0,2023-06-30,2022,1992,30,10,13,35,0,16938,30,216,1718.1416666666669,0,1,0,668,0,1,5,0,2912,4,46,301.3304347826087,1,0,0,1353,3,18,144.9666666666667,1,1456.1998188405796,21.124462290074902
1404,536507,Giulian Biancone,703,2000-03-31,Defender,7000000.0,8000000.0,2025-06-30,2022,2000,22,5,3,24,0,6488,5,84,659.5738095238096,0,0,0,106,0,2,13,0,3650,2,50,374.35,1,8,0,2493,2,31,258.69193548387096,1,1150.1174766094123,16.684257853524322
1405,503680,Neco Williams,703,2001-04-13,Defender,18000000.0,18000000.0,2026-06-30,2022,2001,21,4,0,7,0,3000,3,54,309.50555555555553,0,3,0,1210,1,0,3,0,1656,2,27,173.88333333333333,0,0,0,356,1,8,40.95,1,456.6230158730158,6.624033017165072
1406,476352,Renan Lodi,703,1998-04-08,Defender,20000000.0,50000000.0,2023-06-30,2022,1998,24,5,7,22,0,8339,10,137,849.5368613138688,1,1,0,658,0,6,9,0,3299,6,69,340.2311594202898,1,4,0,1384,2,38,145.09210526315792,1,1080.3114417171937,15.671611832956616
1407,142310,Willy Boly,703,1991-02-03,Defender,4000000.0,18000000.0,2024-06-30,2022,1991,31,9,9,22,2,14558,4,167,1475.9673652694612,0,1,0,423,0,1,3,0,2213,1,25,232.05200000000002,1,1,0,890,1,10,98.80000000000001,1,1185.006843925053,17.19038284725673
1408,424015,Nathan Patterson,29,2001-10-16,Defender,14000000.0,14000000.0,2027-06-30,2022,2001,21,4,2,5,0,2471,1,39,256.2858974358975,0,3,0,1124,0,2,4,0,2187,1,33,227.82727272727274,2,1,0,1063,1,18,113.95555555555556,1,583.9346514596515,8.470887968142145
1409,291200,Moussa Niakhaté,703,1996-03-08,Defender,18000000.0,18000000.0,2025-06-30,2022,1996,26,6,9,30,1,15011,6,172,1520.2773255813954,0,0,0,162,0,7,5,0,4777,1,55,491.0854545454546,4,5,0,3085,1,36,319.7194444444445,1,1816.6016736687086,26.352656452090066
1410,551695,Lassina Traoré,660,2001-01-12,Attack,7000000.0,9000000.0,2026-06-30,2022,2001,21,5,24,6,0,3140,15,63,335.934126984127,3,3,0,739,3,12,4,0,1762,3,33,188.98939393939398,9,1,0,1023,0,16,112.94375000000001,1,564.513952020202,8.189160263161268
1411,359247,Maryan Shved,660,1997-07-16,Attack,1200000.0,2000000.0,2027-06-30,2022,1997,25,7,24,4,0,5424,10,96,567.15,3,0,0,310,1,7,3,0,2305,6,47,243.55425531914892,3,1,0,1413,3,27,150.83333333333331,1,799.8797163120566,11.603509824141579
1412,365692,Dmytro Topalov,660,1998-03-12,Attack,400000.0,500000.0,2024-06-30,2022,1998,24,4,10,8,0,4072,5,62,423.8177419354839,0,0,0,17,0,4,2,0,2118,4,29,224.1034482758621,4,2,0,2101,4,28,222.50357142857146,1,770.65094814344,11.179500699174861
1413,277777,Andriy Totovytskyi,660,1993-01-20,Attack,800000.0,1200000.0,2025-06-30,2022,1993,29,9,33,12,0,7862,23,125,820.0396,0,0,0,45,0,8,0,0,1860,6,24,200.05,8,0,0,1815,6,22,195.85,1,906.0999724137931,13.144401235767884
1414,537854,Artem Bondarenko,660,2000-08-21,Attack,4000000.0,4000000.0,2025-12-31,2022,2000,22,4,12,8,0,3462,2,54,361.7111111111111,2,3,0,1303,1,8,6,0,2377,2,37,250.42432432432432,6,3,0,1074,1,19,116.85263157894738,1,673.4355827118985,9.769239350076814
1415,623325,Georgiy Sudakov,660,2002-09-01,Attack,6000000.0,6000000.0,2026-12-31,2022,2002,20,4,6,3,0,2591,7,48,272.6979166666667,1,1,0,1429,6,5,3,0,2390,7,44,251.9318181818182,4,2,0,961,1,25,103.794,1,618.1406856060606,8.96710014250854
1416,66934,Cheikhou Kouyaté,703,1989-12-21,Midfield,3000000.0,12000000.0,2024-06-30,2022,1989,33,9,18,35,2,23173,14,292,2355.0859589041097,1,2,0,776,0,2,9,0,4755,1,64,488.52968749999997,0,4,0,3077,1,38,319.24736842105267,1,2229.7212427594714,32.345603742454486
1417,59970,Taras Stepanenko,660,1989-08-08,Midfield,5000000.0,10000000.0,2024-06-30,2022,1989,33,10,21,78,0,21089,16,271,2139.231918819188,0,3,0,1459,1,4,6,0,3600,2,49,372.44693877551015,4,3,0,2141,1,31,224.50645161290325,1,1852.9443343372777,26.87986374526597
1418,467250,Yukhym Konoplya,660,1999-08-26,Defender,4000000.0,4000000.0,2026-09-30,2022,1999,23,5,3,16,0,4162,12,65,426.453076923077,1,4,0,816,0,3,9,0,2081,7,33,216.30606060606064,2,5,0,1265,7,22,134.0,1,671.7943250228034,9.745430333132155
1419,294730,Bogdan Mykhaylichenko,660,1997-03-21,Defender,2500000.0,2500000.0,2023-06-30,2022,1997,25,8,3,29,0,9239,11,116,937.4646551724139,1,2,0,1447,4,1,4,0,2387,4,37,248.30135135135134,0,2,0,747,0,15,80.68,1,922.024354613234,13.375409375524875
1420,396394,Valeriy Bondar,660,1999-02-27,Defender,4000000.0,4000000.0,2024-10-31,2022,1999,23,5,2,14,0,4187,1,54,428.5537037037037,1,4,0,1368,1,1,7,0,2258,1,29,234.88620689655176,0,3,0,890,0,13,96.39615384615385,1,663.1110116950073,9.619465254320387
1421,417228,Danylo Sikan,660,2001-04-16,Attack,2000000.0,2000000.0,2024-06-30,2022,2001,21,5,10,3,0,1685,3,39,180.32051282051282,6,2,0,684,1,8,2,0,936,2,22,102.85454545454546,2,0,0,252,1,5,31.590000000000003,1,276.15112221112224,4.006005145746661
1422,430190,Yegor Nazaryna,660,1997-07-10,Midfield,1200000.0,1200000.0,2027-06-30,2022,1997,25,6,8,18,0,6510,6,90,667.2333333333333,0,0,0,460,0,2,11,0,3444,2,46,355.63695652173914,1,7,0,2449,2,31,255.5,1,1122.6921014492755,16.286409772604532
1423,537852,Dmytro Kryskiv,660,2000-10-06,Midfield,1000000.0,1000000.0,2024-12-31,2022,2000,22,3,7,2,0,1891,5,26,200.97307692307695,3,0,0,365,2,6,2,0,1814,5,25,193.006,3,2,0,1449,3,18,155.65000000000003,1,545.7137202797203,7.916433415301418
1424,339314,Deniz Undav,1237,1996-07-19,Attack,6000000.0,8000000.0,2026-06-30,2022,1996,26,3,27,6,0,3306,10,49,352.5469387755102,1,0,0,251,0,26,6,0,3147,10,44,336.2522727272727,16,2,0,1834,9,21,201.1833333333333,1,881.8929041196898,12.793239743563332
1425,504849,Kaoru Mitoma,1237,1997-05-20,Attack,8500000.0,8500000.0,2025-06-30,2022,1997,25,3,12,2,0,2519,6,43,267.0581395348837,3,0,0,647,1,8,2,0,1837,5,35,195.99857142857147,5,2,0,839,3,15,93.14333333333335,1,520.7302602436324,7.554009143179111
1426,43530,Adam Lallana,1237,1988-05-10,Attack,1500000.0,25000000.0,2023-06-30,2022,1988,34,10,27,18,0,13729,21,237,1414.8428270042195,2,0,0,1041,1,3,4,0,3208,2,57,333.3280701754386,1,4,0,2167,1,34,226.82352941176472,1,1434.384107000562,20.80799117386331
1427,568005,Jeremy Sarmiento,1237,2002-06-16,Attack,3000000.0,3000000.0,2026-06-30,2022,2002,20,3,0,2,0,284,2,13,32.284615384615385,0,2,0,161,1,0,2,0,182,1,10,21.169999999999998,0,0,0,21,0,2,3.3500000000000005,1,51.32230769230769,0.7445105674775977
1428,209212,Solly March,1237,1994-07-20,Midfield,12000000.0,12000000.0,2024-06-30,2022,1994,28,7,12,9,0,11715,16,177,1200.2686440677967,1,2,0,2585,4,2,3,0,4003,5,59,414.08474576271186,1,1,0,1418,1,23,150.51521739130436,1,1371.9016580692705,19.901585254041468
1429,82873,Pascal Groß,1237,1991-06-15,Midfield,8000000.0,12000000.0,2024-06-30,2022,1991,31,9,30,30,0,19889,39,257,2032.0889105058368,7,3,0,2907,5,8,5,0,5757,13,72,594.5958333333334,1,2,0,2850,8,35,298.4928571428572,1,2206.5762236860983,32.00984893992484
1430,387928,Lucas Taylor,660,1995-04-10,Defender,1000000.0,1000000.0,2023-06-30,2022,1995,27,4,4,15,0,5295,8,72,541.3041666666667,1,3,0,782,1,1,10,0,2927,5,43,301.85697674418606,0,7,0,2088,3,26,217.98076923076925,1,941.4923917544556,13.657823788114865
1431,384461,Jakub Moder,1237,1999-04-07,Midfield,12000000.0,12000000.0,2025-06-30,2022,1999,23,3,1,2,0,3307,5,53,343.3396226415095,1,0,0,776,1,1,2,0,2563,4,43,267.4104651162791,0,2,0,1787,3,30,188.10666666666668,1,760.9573930531445,11.038880479125151
